New (Shinjitai),Grade,English meaning,Readings
沖,4,open sea,"チュウ、おきchū, oki"
兆,4,"portent, trillion","チョウ、きざ-す、きざ-しchō, kiza-su, kiza-shi"
低,4,low,"テイ、ひく-い、ひく-める、ひく-まるtei, hiku-i, hiku-meru, hiku-maru"
底,4,bottom,"テイ、そこtei, soko"
的,4,target,"テキ、まとteki, mato"
典,4,code,テンten
伝,4,transmit,"デン、つた-わる、つた-える、つた-うden, tsuta-waru, tsuta-eru, tsuta-u"
徒,4,junior,トto
努,4,toil,"ド、つと-めるdo, tsuto-meru"
灯,4,lamp,"トウ、ひtō, hi"
働,4,work,"ドウ、はたら-くdō, hatara-ku"
特,4,special,トクtoku
徳,4,benevolence,トクtoku
栃 [5],4,horse chestnut,（とち）[6](tochi)
奈,4,what,ナna
梨,4,pear tree,なしnashi
熱,4,heat,"ネツ、あつ-いnetsu, atsu-i"
念,4,thought,ネンnen
敗,4,failure,"ハイ、やぶ-れるhai, yabu-reru"
梅,4,ume (Japanese apricot),"バイ、うめbai, ume"
博,4,Dr.,"ハク、（バク）haku, (baku)"
阪,4,heights,ハンhan
飯,4,meal,"ハン、めしhan, meshi"
飛,4,fly,"ヒ、と-ぶ、と-ばすhi, to-bu, to-basu"
必,4,without fail,"ヒツ、かなら-ずhitsu, kanara-zu"
票,4,ballot,ヒョウhyō
標,4,signpost,ヒョウhyō
不,4,non-,"フ、ブfu, bu"
夫,4,husband,"フ、（フウ）、おっとfu, (fū), otto"
付,4,attach,"フ、つ-ける、つ-くfu, tsu-keru, tsu-ku"
府,4,urban prefecture,フfu
阜,4,mound,（フ）[6](fu)
富,4,rich,"フ、（フウ）、と-む、とみfu, (fū), to-mu, tomi"
副,4,vice,フクfuku
兵,4,soldier,"ヘイ、ヒョウhei, hyō"
別,4,separate,"ベツ、わか-れるbetsu, waka-reru"
辺,4,environs,"ヘン、あた-り、べhen, ata-ri, be"
変,4,change,"ヘン、か-わる、か-えるhen, ka-waru, ka-eru"
便,4,convenience,"ベン、ビン、たよ-りben, bin, tayo-ri"
包,4,wrap,"ホウ、つつ-むhō, tsutsu-mu"
法,4,method,"ホウ、（ハッ）、（ホッ）hō, (ha'), (ho')"
望,4,hope,"ボウ、モウ、のぞ-むbō, mō, nozo-mu"
牧,4,breed,"ボク、まきboku, maki"
末,4,end,"マツ、バツ、すえmatsu, batsu, sue"
満,4,full,"マン、み-ちる、み-たすman, mi-chiru, mi-tasu"
未,4,not yet,ミmi
民,4,people,"ミン、たみmin, tami"
無,4,nothing,"ム、ブ、な-いmu, bu, na-i"
約,4,promise,ヤクyaku
勇,4,courage,"ユウ、いさ-むyū, isa-mu"
要,4,need,"ヨウ、かなめ、い-るyō, kaname, i-ru"
養,4,foster,"ヨウ、やしな-うyō, yashina-u"
浴,4,bathe,"ヨク、あ-びる、あ-びせるyoku, a-biru, a-biseru"
利,4,profit,"リ、き-くri, ki-ku"
陸,4,land,リクriku
良,4,good,"リョウ、よ-いryō, yo-i"
料,4,fee,リョウryō
量,4,quantity,"リョウ、はか-るryō, haka-ru"
輪,4,wheel,"リン、わrin, wa"
類,4,sort,"ルイ、たぐ-いrui, tagu-i"
令,4,orders,レイrei
冷,4,cool,"レイ、つめ-たい、ひ-える、ひ-や、ひ-やす、ひ-やかす、さ-める、さ-ますrei, tsume-tai, hi-eru, hi-ya, hi-yasu, hi-yakasu, sa-meru, sa-masu"
例,4,example,"レイ、たと-えるrei, tato-eru"
連,4,take along,"レン、つら-なる、つら-ねる、つ-れるren, tsura-naru, tsura-neru, tsu-reru"
老,4,old man,"ロウ、お-いる、ふ-けるrō, o-iru, fu-keru"
労,4,labour,ロウrō
録,4,record,ロクroku
