New (Shinjitai),Grade,English meaning,Readings
投,3,throw,"トウ、な-げるtō, na-geru"
豆,3,beans,"トウ、（ズ）、まめtō, (zu), mame"
島,3,island,"トウ、しまtō, shima"
湯,3,hot water,"トウ、ゆtō, yu"
登,3,climb,"トウ、ト、のぼ-るtō, to, nobo-ru"
等,3,class,"トウ、ひと-しいtō, hito-shii"
動,3,move,"ドウ、うご-く、うご-かすdō, ugo-ku, ugo-kasu"
童,3,juvenile,"ドウ、わらべdō, warabe"
農,3,farming,ノウnō
波,3,wave,"ハ、なみha, nami"
配,3,distribute,"ハイ、くば-るhai, kuba-ru"
倍,3,double,バイbai
箱,3,box,はこhako
畑,3,farm,"はた、はたけhata, hatake"
発,3,departure,"ハツ、ホツhatsu, hotsu"
反,3,anti-,"ハン、（ホン）、（タン）、そ-る、そ-らすhan, (hon), (tan), so-ru, so-rasu"
坂,3,slope,"ハン、さかhan, saka"
板,3,board,"ハン、バン、いたhan, ban, ita"
皮,3,skin,"ヒ、かわhi, kawa"
悲,3,sad,"ヒ、かな-しい、かな-しむhi, kana-shii, kana-shimu"
美,3,beauty,"ビ、うつく-しいbi, utsuku-shii"
鼻,3,nose,"ビ、はなbi, hana"
筆,3,writing brush,"ヒツ、ふでhitsu, fude"
氷,3,ice,"ヒョウ、こおり、ひhyō, koori, hi"
表,3,express,"ヒョウ、おもて、あらわ-す、あらわ-れるhyō, omote, arawa-su, arawa-reru"
秒,3,second (part of time),ビョウbyō
病,3,sick,"ビョウ、（ヘイ）、や-む、やまいbyō, (hei), ya-mu, yamai"
品,3,article,"ヒン、しなhin, shina"
負,3,lose,"フ、ま-ける、ま-かす、お-うfu, ma-keru, ma-kasu, o-u"
部,3,part,ブbu
服,3,clothes,フクfuku
福,3,luck,フクfuku
物,3,thing,"ブツ、モツ、ものbutsu, motsu, mono"
平,3,flat,"ヘイ、ビョウ、たい-ら、ひらhei, byō, tai-ra, hira"
返,3,return,"ヘン、かえ-す、かえ-るhen, kae-su, kae-ru"
勉,3,exertion,ベンben
放,3,release,"ホウ、はな-す、はな-つ、はな-れる、ほう-るhō, hana-su, hana-tsu, hana-reru, hō-ru"
味,3,flavor,"ミ、あじ、あじ-わうmi, aji, aji-wau"
命,3,fate,"メイ、ミョウ、いのちmei, myō, inochi"
面,3,face,"メン、おも、おもて、つらmen, omo, omote, tsura"
問,3,question,"モン、と-う、と-い、（とん）mon, to-u, to-i, (ton)"
役,3,service,"ヤク、エキyaku, eki"
薬,3,medicine,"ヤク、くすりyaku, kusuri"
由,3,reason,"ユ、ユウ、（ユイ）、よしyu, yū, (yui), yoshi"
油,3,oil,"ユ、あぶらyu, abura"
有,3,have,"ユウ、ウ、あ-るyū, u, a-ru"
遊,3,play,"ユウ、（ユ）、あそ-ぶyū, (yu), aso-bu"
予,3,in advance,ヨyo
羊,3,sheep,"ヨウ、ひつじyō, hitsuji"
洋,3,ocean,ヨウyō
葉,3,leaf,"ヨウ、はyō, ha"
陽,3,sunshine,ヨウyō
様,3,formal title,"ヨウ、さまyō, sama"
落,3,fall,"ラク、お-ちる、お-とすraku, o-chiru, o-tosu"
流,3,stream,"リュウ、（ル）、なが-れる、なが-すryū, (ru), naga-reru, naga-su"
旅,3,trip,"リョ、たびryo, tabi"
両,3,both,リョウryō
緑,3,green,"リョク、（ロク）、みどりryoku, (roku), midori"
礼,3,thanks,"レイ、ライrei, rai"
列,3,row,レツretsu
練,3,practice,"レン、ね-るren, ne-ru"
路,3,road,"ロ、じro, ji"
和,3,peace,"ワ、（オ）、やわ-らぐ、やわ-らげる、なご-む、なご-やかwa, (o), yawa-ragu, yawa-rageru, nago-mu, nago-yaka"
