New (Shinjitai),Grade,English meaning,Readings
特,4,special,トク toku
徳,4,benevolence,トク toku
栃 [5],4,horse chestnut,（とち）[6]( tochi)
奈,4,what,ナ na
梨,4,pear tree,なし nashi
熱,4,heat,ネツ netsu、あつ-い atsu-i
念,4,thought,ネン nen
敗,4,failure,ハイ hai、やぶ-れる yabu-reru
梅,4,ume (Japanese apricot),バイ bai、うめ ume
博,4,Dr.,ハク haku、（バク） (baku)
阪,4,heights,ハン han
飯,4,meal,ハン han、めし meshi
飛,4,fly,ヒ hi、と-ぶ to-bu、と-ばす to-basu
必,4,without fail,ヒツ hitsu、かなら-ず kanara-zu
票,4,ballot,ヒョウ hyō
標,4,signpost,ヒョウ hyō
不,4,non-,フ fu、ブ bu
夫,4,husband,フ fu、（フウ） (fū)、おっと otto
付,4,attach,フ fu、つ-ける tsu-keru、つ-く tsu-ku
府,4,urban prefecture,フ fu
阜,4,mound,（フ）[6]( fu)
富,4,rich,フ fu、（フウ） (fū)、と-む to-mu、とみ tomi
副,4,vice,フク fuku
兵,4,soldier,ヘイ hei、ヒョウ hyō
別,4,separate,ベツ betsu、わか-れる waka-reru
辺,4,environs,ヘン hen、あた-り ata-ri、べ be
変,4,change,ヘン hen、か-わる ka-waru、か-える ka-eru
便,4,convenience,ベン ben、ビン bin、たよ-り tayo-ri
包,4,wrap,ホウ hō、つつ-む tsutsu-mu
法,4,method,ホウ hō、（ハッ） (ha')、（ホッ） (ho')
望,4,hope,ボウ bō、モウ mō、のぞ-む nozo-mu
牧,4,breed,ボク boku、まき maki
末,4,end,マツ matsu、バツ batsu、すえ sue
満,4,full,マン man、み-ちる mi-chiru、み-たす mi-tasu
未,4,not yet,ミ mi
民,4,people,ミン min、たみ tami
無,4,nothing,ム mu、ブ bu、な-い na-i
約,4,promise,ヤク yaku
勇,4,courage,ユウ yū、いさ-む isa-mu
要,4,need,ヨウ yō、かなめ kaname、い-る i-ru
養,4,foster,ヨウ yō、やしな-う yashina-u
浴,4,bathe,ヨク yoku、あ-びる a-biru、あ-びせる a-biseru
利,4,profit,リ ri、き-く ki-ku
陸,4,land,リク riku
良,4,good,リョウ ryō、よ-い yo-i
料,4,fee,リョウ ryō
量,4,quantity,リョウ ryō、はか-る haka-ru
輪,4,wheel,リン rin、わ wa
類,4,sort,ルイ rui、たぐ-い tagu-i
令,4,orders,レイ rei
冷,4,cool,レイ rei、つめ-たい tsume-tai、ひ-える hi-eru、ひ-や hi-ya、ひ-やす hi-yasu、ひ-やかす hi-yakasu、さ-める sa-meru、さ-ます sa-masu
例,4,example,レイ rei、たと-える tato-eru
連,4,take along,レン ren、つら-なる tsura-naru、つら-ねる tsura-neru、つ-れる tsu-reru
老,4,old man,ロウ rō、お-いる o-iru、ふ-ける fu-keru
労,4,labour,ロウ rō
録,4,record,ロク roku
